date,key_rate,us_rate,inflation,region,avg_rate,weight_avg_rate,price,index,income
2019-07-01,7.5,63.08,4.7,Республика Ингушетия,10.7,10.7,39586.67,98.93,17488.54
2019-07-01,7.5,63.08,4.7,Республика Калмыкия,10.35,10.35,29520.2,98.64,18293.28
2019-07-01,7.5,63.08,4.7,Республика Дагестан,10.41,10.41,34215.49,100.19,27891.35
2019-07-01,7.5,63.08,4.7,Республика Карелия,10.22,10.22,51828.2,101.91,33578.62
2019-07-01,7.5,63.08,4.7,Республика Коми,10.28,10.28,49520.83,107.36,35528.91
2019-07-01,7.5,63.08,4.7,Республика Крым,10.53,10.53,65420.2,115.41,23147.08
2019-07-01,7.5,63.08,4.7,Республика Марий Эл,10.22,10.22,38177.58,103.01,20067.92
2019-07-01,7.5,63.08,4.6,СФО,10.37,10.37,51936.64,109.2,26709.65
2019-07-01,7.5,63.08,4.7,Республика Мордовия,10.23,10.23,41573.3,101.15,19433.26
2019-07-01,7.5,63.08,4.7,Республика Северная Осетия,10.25,10.25,37445.79,107.53,24798.67
2019-07-01,7.5,63.08,4.6,Тюменская область,10.27,10.27,54756.1,106.01,30662.37
2019-07-01,7.5,63.08,4.7,Республика Хакасия,10.43,10.43,43435.58,103.72,22491.08
2019-07-01,7.5,63.08,4.6,Россия,10.31,10.31,62891.94,107.9,35009.08
2019-07-01,7.5,63.08,4.6,Ростовская область,10.25,10.25,51568.97,102.71,31793.88
2019-07-01,7.5,63.08,4.6,Рязанская область,10.31,10.31,42307.67,106.93,25866.79
2019-07-01,7.5,63.08,4.6,СЗФО,10.28,10.28,85161.5,105.67,37470.23
2019-07-01,7.5,63.08,4.7,Республика Саха (Якутия),10.43,10.43,80192.67,111.8,43237.08
2019-07-01,7.5,63.08,4.6,Тюменская область,10.27,10.27,54756.1,108.33,47489.75
2019-07-01,7.5,63.08,4.6,ЮФО,10.35,10.35,52592.91,111.1,31966.34
2019-07-01,7.5,63.08,4.6,Тюменская область,10.27,8.13,54446.03,106.01,47489.75
2019-07-01,7.5,63.08,4.6,Тюменская область,8.13,8.13,54756.1,106.01,30662.37
2019-07-01,7.5,63.08,4.6,Тюменская область,8.13,8.13,54756.1,108.33,47489.75
2019-07-01,7.5,63.08,4.6,Тюменская область,8.13,8.13,54756.1,108.33,30662.37
2019-07-01,7.5,63.08,4.6,УФО,10.31,10.31,57149.89,106.37,36705.89
2019-07-01,7.5,63.08,4.6,Удмуртская Республика,10.33,10.33,52166.42,110.48,24463.13
2019-07-01,7.5,63.08,4.6,Ульяновская область,10.33,10.33,42725.19,106.68,23502.91
2019-07-01,7.5,63.08,4.6,ХМАО,10.35,10.35,52271.48,94.67,52104.43
2019-07-01,7.5,63.08,4.6,Тюменская область,8.13,8.13,54756.1,106.01,47489.75
2019-07-01,7.5,63.08,4.6,Хабаровский край,10.34,10.34,69049.7,107.04,39671.7
2019-07-01,7.5,63.08,4.6,Челябинская область,10.43,10.43,41713.9,101.66,24996.61
2019-07-01,7.5,63.08,4.6,Чеченская Республика,10.7,10.7,46468.3,99.94,24324.1
2019-07-01,7.5,63.08,4.6,Чувашская Республика,10.12,10.12,43819.73,105.92,20031.43
2019-07-01,7.5,63.08,4.6,Чукотский АО,10.49,10.49,43819.73,105.92,87069.18
2019-07-01,7.5,63.08,4.6,ЯНАО,10.22,10.22,68547.03,100.97,83638.36
2019-07-01,7.5,63.08,4.6,Ярославская область,10.31,10.31,53199.01,103.46,28501.18
2019-07-01,7.5,63.08,4.7,Республика Бурятия,10.25,10.25,46177.18,111.55,26102.66
2019-07-01,7.5,63.08,4.6,ЦФО,10.29,10.29,81299.23,107.81,46293.96
2019-07-01,7.5,63.08,4.6,Тюменская область,10.27,10.27,54756.1,108.33,30662.37
2019-07-01,7.5,63.08,4.6,Тюменская область,8.13,8.13,54446.03,108.33,30662.37
2019-07-01,7.5,63.08,4.6,Тюменская область,8.13,8.13,54446.03,106.01,30662.37
2019-07-01,7.5,63.08,4.6,Тюменская область,10.27,8.13,54446.03,106.01,30662.37
2019-07-01,7.5,63.08,4.6,Тюменская область,10.27,8.13,54446.03,108.33,47489.75
2019-07-01,7.5,63.08,4.6,Тюменская область,10.27,8.13,54446.03,108.33,30662.37
2019-07-01,7.5,63.08,4.6,Тюменская область,10.27,8.13,54756.1,106.01,47489.75
2019-07-01,7.5,63.08,4.6,Тюменская область,10.27,8.13,54756.1,106.01,30662.37
2019-07-01,7.5,63.08,4.6,Тюменская область,10.27,8.13,54756.1,108.33,47489.75
2019-07-01,7.5,63.08,4.6,Тюменская область,10.27,8.13,54756.1,108.33,30662.37
2019-07-01,7.5,63.08,4.6,Тюменская область,8.13,8.13,54446.03,108.33,47489.75
2019-07-01,7.5,63.08,4.6,Тюменская область,8.13,10.27,54446.03,106.01,47489.75
2019-07-01,7.5,63.08,4.6,Тюменская область,8.13,10.27,54446.03,108.33,47489.75
2019-07-01,7.5,63.08,4.6,Тюменская область,8.13,10.27,54446.03,108.33,30662.37
2019-07-01,7.5,63.08,4.6,Тюменская область,8.13,10.27,54756.1,106.01,47489.75
2019-07-01,7.5,63.08,4.6,Тюменская область,8.13,10.27,54756.1,106.01,30662.37
2019-07-01,7.5,63.08,4.6,Тюменская область,8.13,10.27,54756.1,108.33,47489.75
2019-07-01,7.5,63.08,4.6,Тюменская область,8.13,10.27,54756.1,108.33,30662.37
2019-07-01,7.5,63.08,4.6,Тюменская область,8.13,8.13,54446.03,106.01,47489.75
2019-07-01,7.5,63.08,4.6,Тюменская область,8.13,10.27,54446.03,106.01,30662.37
2019-07-01,7.5,63.08,4.7,Республика Башкортостан,10.33,10.33,61543.68,109.75,30605.92
2019-07-01,7.5,63.08,4.7,Курганская область,10.36,10.36,45119.79,102.11,21359.32
2019-07-01,7.5,63.08,4.7,Республика Адыгея,10.54,10.54,39047.61,102.05,28842.05
2019-07-01,7.5,63.08,4.7,Архангельская область,8.25,10.21,62682.59,104.23,39463.53
2019-07-01,7.5,63.08,4.7,Архангельская область,8.25,10.21,62682.59,104.23,37646.28
2019-07-01,7.5,63.08,4.7,Архангельская область,8.25,10.21,62682.59,104.23,39463.53
2019-07-01,7.5,63.08,4.7,Архангельская область,8.25,10.21,62682.59,104.23,37646.28
2019-07-01,7.5,63.08,4.7,Архангельская область,8.25,10.21,62682.59,104.23,39463.53
2019-07-01,7.5,63.08,4.7,Архангельская область,8.25,10.21,62682.59,104.23,37646.28
2019-07-01,7.5,63.08,4.7,Архангельская область,8.25,8.25,62682.59,104.23,39463.53
2019-07-01,7.5,63.08,4.7,Архангельская область,8.25,10.21,62682.59,104.23,37646.28
2019-07-01,7.5,63.08,4.7,Архангельская область,8.25,8.25,62682.59,104.23,37646.28
2019-07-01,7.5,63.08,4.7,Архангельская область,8.25,8.25,62682.59,104.23,37646.28
2019-07-01,7.5,63.08,4.7,Архангельская область,8.25,8.25,62682.59,104.23,39463.53
2019-07-01,7.5,63.08,4.7,Архангельская область,8.25,8.25,62682.59,104.23,37646.28
2019-07-01,7.5,63.08,4.7,Архангельская область,8.25,8.25,62682.59,104.23,39463.53
2019-07-01,7.5,63.08,4.7,Архангельская область,8.25,8.25,62682.59,104.23,37646.28
2019-07-01,7.5,63.08,4.7,Астраханская область,10.31,10.31,46556.16,104.15,24935.75
2019-07-01,7.5,63.08,4.7,Белгородская область,10.33,10.33,56978.95,103.28,32989.42
2019-07-01,7.5,63.08,4.7,Архангельская область,8.25,8.25,62682.59,104.23,39463.53
2019-07-01,7.5,63.08,4.7,Брянская область,10.27,10.27,36548.52,108.57,29756.32
2019-07-01,7.5,63.08,4.7,Архангельская область,8.25,10.21,62682.59,104.23,39463.53
2019-07-01,7.5,63.08,4.7,Архангельская область,10.21,8.25,62682.59,104.23,39463.53
2019-07-01,7.5,63.08,4.7,Республика Алтай,10.47,10.47,44997.64,105.26,19717.88
2019-07-01,7.5,63.08,4.7,Амурская область,10.39,10.39,60594.71,115.53,33560.02
2019-07-01,7.5,63.08,4.7,Архангельская область,10.21,10.21,62682.59,104.23,39463.53
2019-07-01,7.5,63.08,4.7,Архангельская область,10.21,10.21,62682.59,104.23,37646.28
2019-07-01,7.5,63.08,4.7,Архангельская область,10.21,10.21,62682.59,104.23,39463.53
2019-07-01,7.5,63.08,4.7,Архангельская область,10.21,10.21,62682.59,104.23,37646.28
2019-07-01,7.5,63.08,4.7,Архангельская область,10.21,10.21,62682.59,104.23,39463.53
2019-07-01,7.5,63.08,4.7,Архангельская область,10.21,8.25,62682.59,104.23,37646.28
2019-07-01,7.5,63.08,4.7,Архангельская область,10.21,10.21,62682.59,104.23,37646.28
2019-07-01,7.5,63.08,4.7,Архангельская область,10.21,10.21,62682.59,104.23,37646.28
2019-07-01,7.5,63.08,4.7,Архангельская область,10.21,8.25,62682.59,104.23,39463.53
2019-07-01,7.5,63.08,4.7,Архангельская область,10.21,8.25,62682.59,104.23,37646.28
2019-07-01,7.5,63.08,4.7,Архангельская область,10.21,8.25,62682.59,104.23,39463.53
2019-07-01,7.5,63.08,4.7,Архангельская область,10.21,8.25,62682.59,104.23,37646.28
2019-07-01,7.5,63.08,4.7,Архангельская область,10.21,8.25,62682.59,104.23,39463.53
2019-07-01,7.5,63.08,4.7,Архангельская область,10.21,8.25,62682.59,104.23,37646.28
2019-07-01,7.5,63.08,4.7,Архангельская область,10.21,10.21,62682.59,104.23,39463.53
2019-07-01,7.5,63.08,4.7,Владимирская область,10.34,10.34,35309.93,101.51,24950.65
2019-07-01,7.5,63.08,4.7,Алтайский край,10.34,10.34,47102.58,109.74,24404.98
2019-07-01,7.5,63.08,4.7,Вологодская область,10.3,10.3,41895.38,105.77,28432.99
2019-07-01,7.5,63.08,4.7,Магаданская область,10.44,10.44,43324.2,108.05,64186.87
2019-07-01,7.5,63.08,4.7,Москва,10.3,10.3,198230.93,108.06,74132.21
2019-07-01,7.5,63.08,4.7,Московская область,10.23,10.23,88683.23,109.55,43560.58
2019-07-01,7.5,63.08,4.7,Мурманская область,10.31,10.31,88683.23,109.55,46016.88
2019-07-01,7.5,63.08,4.7,Ненецкий АО,8.19,8.19,88683.23,109.55,84434.96
2019-07-01,7.5,63.08,4.7,Нижегородская область,10.24,10.24,62177.49,105.69,33300.92
2019-07-01,7.5,63.08,4.7,Новосибирская область,10.31,10.31,56312.96,107.33,30707.95
2019-07-01,7.5,63.08,4.7,Омская область,10.4,10.4,42067.3,104.83,27495.38
2019-07-01,7.5,63.08,4.7,Оренбургская область,10.28,10.28,38903.89,103.56,25291.94
2019-07-01,7.5,63.08,4.7,Орловская область,10.27,10.27,39589.69,108.96,26503.52
2019-07-01,7.5,63.08,4.7,ПФО,10.29,10.29,50918.76,106.83,28044.36
2019-07-01,7.5,63.08,4.7,Пензенская область,10.26,10.26,46140.36,112.92,22680.3
2019-07-01,7.5,63.08,4.7,Пермский край,10.34,10.34,49140.44,108.24,30631.54
2019-07-01,7.5,63.08,4.7,Приморский край,10.3,10.3,90049.46,110.48,36756.38
2019-07-01,7.5,63.08,4.7,Волгоградская область,10.28,10.28,45430.24,104.65,24159.73
2019-07-01,7.5,63.08,4.7,Липецкая область,10.29,10.29,43324.2,108.43,32704.57
2019-07-01,7.5,63.08,4.7,Ленинградская область,10.32,10.32,59017.67,102.95,32806.68
2019-07-01,7.5,63.08,4.7,Новгородская область,10.31,10.31,44834.99,100.77,25042.06
2019-07-01,7.5,63.08,4.7,Псковская область,10.27,10.27,38845.8,99.24,26736.78
2019-07-01,7.5,63.08,4.7,Еврейская АО,10.45,10.45,40492.13,103.44,25738.76
2019-07-01,7.5,63.08,4.7,Забайкальский край,10.38,10.38,60434.01,108.91,25772.59
2019-07-01,7.5,63.08,4.7,Ивановская область,10.32,10.32,38511.64,103.6,25393.77
2019-07-01,7.5,63.08,4.7,Иркутская область,10.43,10.43,58441.66,109.97,25100.79
2019-07-01,7.5,63.08,4.7,Кабардино-Балкарская Республика,10.37,10.37,22782.8,101.83,21068.67
2019-07-01,7.5,63.08,4.7,Калининградская область,10.26,10.26,51742.55,104.2,29034.93
2019-07-01,7.5,63.08,4.7,Калужская область,10.31,10.31,51006.22,102.44,29197.16
2019-07-01,7.5,63.08,4.7,Курская область,10.31,10.31,41971.04,109.94,29092.37
2019-07-01,7.5,63.08,4.7,Камчатский край,10.46,10.46,66721.41,99.92,54799.18
2019-07-01,7.5,63.08,4.7,Карачаево-Черкесская Республика,10.57,10.57,38728.15,108.56,18762.29
2019-07-01,7.5,63.08,4.7,Кемеровская область,10.39,10.39,48415.37,114.16,24252.97
2019-07-01,7.5,63.08,4.7,Кировская область,10.31,10.31,44775.01,102.69,24808.49
2019-07-01,7.5,63.08,4.7,Костромская область,10.32,10.32,37634.45,100.48,25410.62
2019-07-01,7.5,63.08,4.7,Краснодарский край,10.42,10.42,51935.13,116.31,40938.34
2019-07-01,7.5,63.08,4.7,Красноярский край,10.39,10.39,56825.18,105.21,30085.21
2019-07-01,7.5,63.08,4.7,ДФО,10.36,10.36,71456.82,111.01,37390.4
2019-07-01,7.5,63.08,4.7,Воронежская область,10.29,10.29,48379.91,109.45,33331.88
2019-07-02,7.5,63.05,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-03,7.5,63.23,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-04,7.5,63.5,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-05,7.5,63.4,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-06,7.5,63.58,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-08,7.5,63.58,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-09,7.5,63.87,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-10,7.5,63.77,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-11,7.5,63.8,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-12,7.5,62.99,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-13,7.5,63.02,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-15,7.5,63.02,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-16,7.5,62.83,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-17,7.5,62.81,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-18,7.5,62.95,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-19,7.5,62.83,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-20,7.5,62.87,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-22,7.5,62.87,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-23,7.5,62.98,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-24,7.5,63.13,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-25,7.5,63.12,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-26,7.5,63.16,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-27,7.5,63.13,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-29,7.25,63.13,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-30,7.25,63.52,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-07-31,7.25,63.38,4.6,Россия,10.31,10.31,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Ростовская область,10.19,10.19,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Рязанская область,10.23,10.23,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,СЗФО,10.22,10.22,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Самарская область,10.31,10.31,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,СФО,10.31,10.31,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Республика Хакасия,10.37,10.37,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Санкт-Петербург,10.21,10.21,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Саратовская область,10.31,10.31,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,СКФО,10.35,10.35,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Ярославская область,10.25,10.25,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Республика Саха (Якутия),10.39,10.39,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Республика Северная Осетия,10.21,10.21,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Сахалинская область,10.31,10.31,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Республика Мордовия,10.18,10.18,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Республика Марий Эл,10.14,10.14,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Республика Крым,10.51,10.51,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Республика Коми,10.22,10.22,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Республика Карелия,10.14,10.14,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Республика Калмыкия,10.31,10.31,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Республика Ингушетия,10.57,10.57,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Республика Дагестан,10.36,10.36,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Республика Тыва,10.54,10.54,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Свердловская область,10.24,10.24,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Ставропольский край,10.34,10.34,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Смоленская область,10.28,10.28,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,ЯНАО,10.19,10.19,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,ЮФО,10.29,10.29,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Чукотский АО,10.42,10.42,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Чувашская Республика,10.04,10.04,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Чеченская Республика,10.54,10.54,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Челябинская область,10.38,10.38,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,ЦФО,10.23,10.23,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Хабаровский край,10.29,10.29,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,ХМАО,10.29,10.29,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Ульяновская область,10.27,10.27,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Севастополь,10.48,10.48,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Удмуртская Республика,10.26,10.26,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Тюменская область,8.13,8.13,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Тюменская область,8.13,10.22,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Тюменская область,10.22,8.13,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Тюменская область,10.22,10.22,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Тульская область,10.28,10.28,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Томская область,10.21,10.21,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Тверская область,10.34,10.34,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Татарстан,10.2,10.2,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,Тамбовская область,10.27,10.27,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Республика Бурятия,10.19,10.19,53199.01,103.46,28501.18
2019-08-01,7.25,63.42,4.3,УФО,10.25,10.25,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Республика Башкортостан,10.28,10.28,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Ненецкий АО,8.18,8.18,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Республика Адыгея,10.45,10.45,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Калужская область,10.23,10.23,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Калининградская область,10.19,10.19,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Кабардино-Балкарская Республика,10.32,10.32,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Ивановская область,10.28,10.28,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Забайкальский край,10.3,10.3,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Еврейская АО,10.4,10.4,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,ДФО,10.31,10.31,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Воронежская область,10.23,10.23,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Вологодская область,10.25,10.25,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Волгоградская область,10.23,10.23,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Владимирская область,10.26,10.26,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Брянская область,10.21,10.21,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Белгородская область,10.27,10.27,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Астраханская область,10.26,10.26,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Архангельская область,8.25,8.25,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Архангельская область,8.25,10.16,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Архангельская область,10.16,8.25,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Архангельская область,10.16,10.16,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Амурская область,10.34,10.34,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Алтайский край,10.28,10.28,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Республика Алтай,10.39,10.39,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Камчатский край,10.43,10.43,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Карачаево-Черкесская Республика,10.48,10.48,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Иркутская область,10.37,10.37,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Кировская область,10.24,10.24,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Псковская область,10.21,10.21,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Приморский край,10.24,10.24,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Пермский край,10.27,10.27,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Пензенская область,10.21,10.21,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,ПФО,10.24,10.24,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Кемеровская область,10.35,10.35,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Оренбургская область,10.23,10.23,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Омская область,10.35,10.35,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Новосибирская область,10.26,10.26,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Новгородская область,10.26,10.26,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Нижегородская область,10.18,10.18,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Орловская область,10.19,10.19,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Московская область,10.17,10.17,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Москва,10.25,10.25,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Магаданская область,10.39,10.39,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Липецкая область,10.24,10.24,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Ленинградская область,10.27,10.27,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Курская область,10.24,10.24,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Мурманская область,10.25,10.25,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Курганская область,10.29,10.29,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Красноярский край,10.33,10.33,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Краснодарский край,10.36,10.36,53199.01,103.46,28501.18
2019-08-01,7.25,63.38,4.6,Костромская область,10.25,10.25,53199.01,103.46,28501.18
2019-08-02,7.25,63.83,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-03,7.25,64.64,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-05,7.25,64.64,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-06,7.25,65.05,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-07,7.25,65.2,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-08,7.25,65.09,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-09,7.25,65.13,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-10,7.25,65.25,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-12,7.25,65.25,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-13,7.25,65.43,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-14,7.25,65.6,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-15,7.25,65.2,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-16,7.25,65.89,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-17,7.25,66.0,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-19,7.25,66.0,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-20,7.25,66.61,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-21,7.25,66.78,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-22,7.25,66.26,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-23,7.25,65.62,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-24,7.25,65.6,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-26,7.25,65.6,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-27,7.25,65.97,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-28,7.25,66.26,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-29,7.25,66.41,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-30,7.25,66.75,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-08-31,7.25,66.49,4.3,Россия,10.25,10.25,53199.01,103.46,28501.18
2019-09-01,7.25,66.49,4.0,Сахалинская область,10.26,10.26,53199.01,103.46,28501.18
2019-09-01,7.25,66.49,4.0,Саратовская область,10.24,10.24,53199.01,103.46,28501.18
2019-09-01,7.25,66.49,4.0,Санкт-Петербург,10.14,10.14,53199.01,103.46,28501.18
2019-09-01,7.25,66.49,4.0,Самарская область,10.25,10.25,53199.01,103.46,28501.18
