date,key_rate,us_rate,inflation,region,avg_rate,weight_avg_rate,price,index,income
2021-05-25,5.0,73.53,6.0,Россия,7.29,7.29,56608.02,109.85,32074.21
2021-05-26,5.0,73.4,6.0,Россия,7.29,7.29,56608.02,109.85,32074.21
2021-05-27,5.0,73.47,6.0,Россия,7.29,7.29,56608.02,109.85,32074.21
2021-05-28,5.0,73.46,6.0,Россия,7.29,7.29,56608.02,109.85,32074.21
2021-05-29,5.0,73.59,6.0,Россия,7.29,7.29,56608.02,109.85,32074.21
2021-05-31,5.0,73.59,6.0,Россия,7.29,7.29,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Ростовская область,7.23,7.23,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Рязанская область,7.05,7.05,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,СЗФО,7.13,7.13,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,СКФО,7.25,7.25,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Саратовская область,7.39,7.39,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Самарская область,7.43,7.43,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Санкт-Петербург,7.1,7.1,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Россия,7.23,7.23,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,СФО,7.39,7.39,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Республика Хакасия,7.09,7.09,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Республика Мордовия,6.83,6.83,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Республика Северная Осетия,6.98,6.98,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Республика Саха (Якутия),6.31,6.31,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Сахалинская область,6.4,6.4,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Республика Марий Эл,7.05,7.05,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Республика Крым,7.51,7.51,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Республика Коми,7.31,7.31,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Республика Карелия,7.15,7.15,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Республика Калмыкия,6.91,6.91,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Республика Ингушетия,7.9,7.9,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Республика Дагестан,7.28,7.28,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Республика Тыва,7.65,7.65,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Свердловская область,7.29,7.29,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Тамбовская область,7.18,7.18,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Смоленская область,7.11,7.11,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Ярославская область,7.26,7.26,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,ЯНАО,7.32,7.32,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Чукотский АО,6.04,6.04,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Чувашская Республика,6.89,6.89,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Чеченская Республика,8.01,8.01,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Челябинская область,7.35,7.35,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,ЦФО,7.32,7.32,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Хабаровский край,6.97,6.97,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,ХМАО,7.46,7.46,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Ульяновская область,7.21,7.21,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Севастополь,7.61,7.61,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Удмуртская Республика,6.96,6.96,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Тюменская область,7.13,7.13,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Тюменская область,7.13,7.32,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Тюменская область,7.32,7.13,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Тюменская область,7.32,7.32,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Тульская область,7.29,7.29,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Томская область,7.37,7.37,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Тверская область,7.38,7.38,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Татарстан,7.23,7.23,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Республика Бурятия,6.52,6.52,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,Ставропольский край,7.24,7.24,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,УФО,7.31,7.31,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Республика Башкортостан,7.29,7.29,56608.02,109.85,32074.21
2021-06-01,5.0,73.3,6.5,ЮФО,7.28,7.28,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Республика Адыгея,7.05,7.05,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Калужская область,7.18,7.18,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Калининградская область,7.0,7.0,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Кабардино-Балкарская Республика,6.83,6.83,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Иркутская область,7.55,7.55,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Ивановская область,7.32,7.32,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Забайкальский край,6.68,6.68,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Еврейская АО,6.88,6.88,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,ДФО,6.49,6.49,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Воронежская область,7.0,7.0,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Вологодская область,7.32,7.32,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Карачаево-Черкесская Республика,6.86,6.86,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Волгоградская область,7.25,7.25,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Брянская область,6.92,6.92,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Белгородская область,7.08,7.08,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Астраханская область,7.11,7.11,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Архангельская область,7.26,7.26,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Архангельская область,7.26,7.26,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Архангельская область,7.26,7.26,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Архангельская область,7.26,7.26,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Республика Алтай,7.24,7.24,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Амурская область,6.58,6.58,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Алтайский край,7.3,7.3,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Владимирская область,7.29,7.29,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Кемеровская область,7.45,7.45,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Камчатский край,7.35,7.35,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Костромская область,7.22,7.22,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Псковская область,7.03,7.03,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Приморский край,6.09,6.09,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Пермский край,7.36,7.36,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Пензенская область,6.71,6.71,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,ПФО,7.22,7.22,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Орловская область,6.98,6.98,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Оренбургская область,7.23,7.23,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Омская область,7.48,7.48,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Новосибирская область,7.24,7.24,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Кировская область,7.36,7.36,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Нижегородская область,7.24,7.24,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Новгородская область,7.16,7.16,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Мурманская область,7.13,7.13,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Краснодарский край,7.33,7.33,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Ненецкий АО,7.4,7.4,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Курганская область,7.18,7.18,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Курская область,7.17,7.17,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Красноярский край,7.44,7.44,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Липецкая область,7.04,7.04,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Магаданская область,6.07,6.07,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Москва,7.39,7.39,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Московская область,7.35,7.35,56608.02,109.85,32074.21
2021-06-01,5.0,73.59,6.0,Ленинградская область,7.1,7.1,56608.02,109.85,32074.21
2021-06-02,5.0,73.24,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-03,5.0,73.5,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-04,5.0,73.26,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-05,5.0,73.27,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-07,5.0,73.27,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-08,5.0,72.93,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-09,5.0,72.83,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-10,5.0,72.08,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-11,5.0,72.2,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-12,5.0,71.68,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-14,5.0,71.68,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-15,5.5,71.68,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-16,5.5,71.83,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-17,5.5,72.03,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-18,5.5,72.5,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-19,5.5,72.22,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-21,5.5,72.22,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-22,5.5,73.2,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-23,5.5,73.17,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-24,5.5,72.67,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-25,5.5,72.33,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-26,5.5,72.17,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-28,5.5,72.17,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-29,5.5,72.18,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-06-30,5.5,72.37,6.5,Россия,7.26,7.26,56608.02,109.85,32074.21
2021-07-01,5.5,72.72,6.5,Тюменская область,7.39,7.39,77288.3,117.39,52014.15
2021-07-01,5.5,72.72,6.5,Саратовская область,7.45,7.45,47877.99,109.33,25765.09
2021-07-01,5.5,72.72,6.5,Сахалинская область,6.34,6.34,116553.81,109.32,63804.72
2021-07-01,5.5,72.72,6.5,Свердловская область,7.35,7.35,90175.68,125.31,41576.42
2021-07-01,5.5,72.72,6.5,Севастополь,7.7,7.7,93161.49,122.04,34880.0
2021-07-01,5.5,72.72,6.5,Смоленская область,7.16,7.16,54422.98,121.42,31208.18
2021-07-01,5.5,72.72,6.5,Ставропольский край,7.3,7.3,44766.75,105.31,25927.28
2021-07-01,5.5,72.72,6.5,Тамбовская область,7.22,7.22,46525.55,105.52,30072.09
2021-07-01,5.5,72.72,6.5,Татарстан,7.26,7.26,99801.85,127.38,40066.88
2021-07-01,5.5,72.72,6.5,Тверская область,7.42,7.42,60042.45,121.94,31467.76
2021-07-01,5.5,72.72,6.5,Томская область,7.41,7.41,73465.04,126.59,31108.01
2021-07-01,5.5,72.72,6.5,Тульская область,7.36,7.36,69416.44,115.18,31422.4
2021-07-01,5.5,72.72,6.5,Тюменская область,7.39,7.39,77230.23,117.39,52014.15
2021-07-01,5.5,72.72,6.5,Тюменская область,7.39,7.39,77230.23,117.39,32765.29
2021-07-01,5.5,72.72,6.5,Тюменская область,7.39,7.39,77230.23,119.68,52014.15
2021-07-01,5.5,72.72,6.5,Тюменская область,7.39,7.39,77230.23,119.68,32765.29
2021-07-01,5.5,72.72,6.5,Санкт-Петербург,7.17,7.17,170741.94,127.91,56587.0
2021-07-01,5.5,72.72,6.5,Самарская область,7.49,7.49,60792.6,113.24,31633.84
2021-07-01,5.5,72.37,6.5,Республика Северная Осетия,7.02,7.02,40875.43,98.66,26555.49
2021-07-01,5.5,72.72,6.5,СКФО,7.3,7.3,41902.44,105.65,27474.0
2021-07-01,5.5,72.37,6.5,Республика Ингушетия,8.09,8.09,43721.71,111.29,18966.36
2021-07-01,5.5,72.37,6.5,Республика Дагестан,7.32,7.32,36656.85,114.97,31755.0
2021-07-01,5.5,72.37,6.5,Республика Калмыкия,7.01,7.01,42929.33,111.13,22338.0
2021-07-01,5.5,72.37,6.5,Республика Карелия,7.19,7.19,58869.82,107.5,41391.7
2021-07-01,5.5,72.37,6.5,Республика Коми,7.35,7.35,63026.12,123.9,41184.49
2021-07-01,5.5,72.37,6.5,Республика Крым,7.52,7.52,89351.83,126.43,30627.0
2021-07-01,5.5,72.37,6.5,Республика Марий Эл,7.08,7.08,51787.51,122.2,23170.78
2021-07-01,5.5,72.72,6.5,СФО,7.44,7.44,70411.54,123.4,30908.2
2021-07-01,5.5,72.37,6.5,Республика Мордовия,6.89,6.89,46842.16,108.3,23166.94
2021-07-01,5.5,72.72,6.5,Тюменская область,7.39,7.39,77288.3,117.39,32765.29
2021-07-01,5.5,72.37,6.5,Республика Тыва,7.73,7.73,40875.43,98.66,20187.8
2021-07-01,5.5,72.37,6.5,Республика Хакасия,7.17,7.17,58348.16,113.28,26575.61
2021-07-01,5.5,72.72,6.5,Россия,7.29,7.29,93536.96,124.73,40721.38
2021-07-01,5.5,72.72,6.5,Ростовская область,7.29,7.29,67428.87,125.05,37259.0
2021-07-01,5.5,72.72,6.5,Рязанская область,7.11,7.11,63518.01,126.47,30475.95
2021-07-01,5.5,72.72,6.5,СЗФО,7.2,7.2,143829.51,126.42,45351.0
2021-07-01,5.5,72.37,6.5,Республика Саха (Якутия),6.36,6.36,106440.66,111.48,47492.77
2021-07-01,5.5,72.72,6.5,Тюменская область,7.39,7.39,77288.3,119.68,52014.15
2021-07-01,5.5,72.72,6.5,ЯНАО,7.41,7.41,105493.39,100.34,99172.22
2021-07-01,5.5,72.72,6.5,Тюменская область,7.39,7.2,77230.23,117.39,52014.15
2021-07-01,5.5,72.72,6.5,Тюменская область,7.2,7.2,77288.3,117.39,32765.29
2021-07-01,5.5,72.72,6.5,Тюменская область,7.2,7.2,77288.3,119.68,52014.15
2021-07-01,5.5,72.72,6.5,Тюменская область,7.2,7.2,77288.3,119.68,32765.29
2021-07-01,5.5,72.72,6.5,УФО,7.37,7.37,77182.4,121.16,40578.28
2021-07-01,5.5,72.72,6.5,Удмуртская Республика,6.98,6.98,64317.65,110.64,28087.91
2021-07-01,5.5,72.72,6.5,Ульяновская область,7.26,7.26,59172.47,115.9,27858.4
2021-07-01,5.5,72.72,6.5,ХМАО,7.52,7.52,74004.97,112.32,55901.4
2021-07-01,5.5,72.72,6.5,Тюменская область,7.2,7.2,77288.3,117.39,52014.15
2021-07-01,5.5,72.72,6.5,Хабаровский край,6.99,6.99,106886.9,116.06,43826.53
2021-07-01,5.5,72.72,6.5,Челябинская область,7.4,7.4,55668.14,125.07,30340.58
2021-07-01,5.5,72.72,6.5,Чеченская Республика,8.0,8.0,48600.27,103.2,27813.7
2021-07-01,5.5,72.72,6.5,Чувашская Республика,6.95,6.95,59699.56,121.94,24215.33
2021-07-01,5.5,72.72,6.5,Чукотский АО,6.26,6.26,59699.56,121.94,102789.97
2021-07-01,5.5,72.72,6.5,ЮФО,7.35,7.35,79899.06,141.49,38169.0
2021-07-01,5.5,72.72,6.5,Ярославская область,7.32,7.32,61020.32,116.79,34399.38
2021-07-01,5.5,72.37,6.5,Республика Бурятия,6.59,6.59,70368.12,130.55,29140.19
2021-07-01,5.5,72.72,6.5,ЦФО,7.39,7.39,113043.49,123.32,54383.0
2021-07-01,5.5,72.72,6.5,Тюменская область,7.39,7.39,77288.3,119.68,32765.29
2021-07-01,5.5,72.72,6.5,Тюменская область,7.2,7.2,77230.23,119.68,32765.29
2021-07-01,5.5,72.72,6.5,Тюменская область,7.2,7.2,77230.23,117.39,32765.29
2021-07-01,5.5,72.72,6.5,Тюменская область,7.39,7.2,77230.23,117.39,32765.29
2021-07-01,5.5,72.72,6.5,Тюменская область,7.39,7.2,77230.23,119.68,52014.15
2021-07-01,5.5,72.72,6.5,Тюменская область,7.39,7.2,77230.23,119.68,32765.29
2021-07-01,5.5,72.72,6.5,Тюменская область,7.39,7.2,77288.3,117.39,52014.15
2021-07-01,5.5,72.72,6.5,Тюменская область,7.39,7.2,77288.3,117.39,32765.29
2021-07-01,5.5,72.72,6.5,Тюменская область,7.39,7.2,77288.3,119.68,52014.15
2021-07-01,5.5,72.72,6.5,Тюменская область,7.39,7.2,77288.3,119.68,32765.29
2021-07-01,5.5,72.72,6.5,Тюменская область,7.2,7.2,77230.23,119.68,52014.15
2021-07-01,5.5,72.72,6.5,Тюменская область,7.2,7.39,77230.23,117.39,52014.15
2021-07-01,5.5,72.72,6.5,Тюменская область,7.2,7.39,77230.23,119.68,52014.15
2021-07-01,5.5,72.72,6.5,Тюменская область,7.2,7.39,77230.23,119.68,32765.29
2021-07-01,5.5,72.72,6.5,Тюменская область,7.2,7.39,77288.3,117.39,52014.15
2021-07-01,5.5,72.72,6.5,Тюменская область,7.2,7.39,77288.3,117.39,32765.29
2021-07-01,5.5,72.72,6.5,Тюменская область,7.2,7.39,77288.3,119.68,52014.15
2021-07-01,5.5,72.72,6.5,Тюменская область,7.2,7.39,77288.3,119.68,32765.29
2021-07-01,5.5,72.72,6.5,Тюменская область,7.2,7.2,77230.23,117.39,52014.15
2021-07-01,5.5,72.72,6.5,Тюменская область,7.2,7.39,77230.23,117.39,32765.29
2021-07-01,5.5,72.37,6.5,Республика Башкортостан,7.31,7.31,77464.11,114.76,31101.9
2021-07-01,5.5,72.37,6.5,Камчатский край,7.43,7.43,80170.59,100.21,65471.67
2021-07-01,5.5,72.37,6.5,Республика Адыгея,7.1,7.1,83018.47,184.39,36247.0
2021-07-01,5.5,72.37,6.5,Архангельская область,7.34,7.35,86125.5,116.07,41586.7
2021-07-01,5.5,72.37,6.5,Архангельская область,7.34,7.35,86125.5,116.07,39513.0
2021-07-01,5.5,72.37,6.5,Архангельская область,7.34,7.35,86125.5,116.07,41586.7
2021-07-01,5.5,72.37,6.5,Архангельская область,7.34,7.35,86125.5,116.07,39513.0
2021-07-01,5.5,72.37,6.5,Архангельская область,7.34,7.35,86125.5,116.07,41586.7
2021-07-01,5.5,72.37,6.5,Архангельская область,7.34,7.35,86125.5,116.07,39513.0
2021-07-01,5.5,72.37,6.5,Архангельская область,7.34,7.34,86125.5,116.07,41586.7
2021-07-01,5.5,72.37,6.5,Архангельская область,7.34,7.35,86125.5,116.07,39513.0
2021-07-01,5.5,72.37,6.5,Архангельская область,7.34,7.34,86125.5,116.07,39513.0
2021-07-01,5.5,72.37,6.5,Архангельская область,7.34,7.34,86125.5,116.07,39513.0
2021-07-01,5.5,72.37,6.5,Архангельская область,7.34,7.34,86125.5,116.07,41586.7
2021-07-01,5.5,72.37,6.5,Архангельская область,7.34,7.34,86125.5,116.07,39513.0
2021-07-01,5.5,72.37,6.5,Архангельская область,7.34,7.34,86125.5,116.07,41586.7
2021-07-01,5.5,72.37,6.5,Архангельская область,7.34,7.34,86125.5,116.07,39513.0
2021-07-01,5.5,72.37,6.5,Астраханская область,7.16,7.16,73562.6,121.27,27130.0
2021-07-01,5.5,72.37,6.5,Белгородская область,7.11,7.11,70018.19,112.38,37226.0
2021-07-01,5.5,72.37,6.5,Архангельская область,7.34,7.34,86125.5,116.07,41586.7
2021-07-01,5.5,72.37,6.5,Брянская область,6.99,6.99,49894.16,122.29,33402.32
2021-07-01,5.5,72.37,6.5,Архангельская область,7.34,7.35,86125.5,116.07,41586.7
2021-07-01,5.5,72.37,6.5,Архангельская область,7.35,7.34,86125.5,116.07,41586.7
2021-07-01,5.5,72.37,6.5,Республика Алтай,7.18,7.18,83018.47,114.58,24186.37
2021-07-01,5.5,72.37,6.5,Амурская область,6.62,6.62,100954.82,122.39,41028.5
2021-07-01,5.5,72.37,6.5,Архангельская область,7.35,7.35,86125.5,116.07,41586.7
2021-07-01,5.5,72.37,6.5,Архангельская область,7.35,7.35,86125.5,116.07,39513.0
2021-07-01,5.5,72.37,6.5,Архангельская область,7.35,7.35,86125.5,116.07,41586.7
2021-07-01,5.5,72.37,6.5,Архангельская область,7.35,7.35,86125.5,116.07,39513.0
2021-07-01,5.5,72.37,6.5,Архангельская область,7.35,7.35,86125.5,116.07,41586.7
2021-07-01,5.5,72.37,6.5,Архангельская область,7.35,7.34,86125.5,116.07,39513.0
2021-07-01,5.5,72.37,6.5,Архангельская область,7.35,7.35,86125.5,116.07,39513.0
2021-07-01,5.5,72.37,6.5,Архангельская область,7.35,7.35,86125.5,116.07,39513.0
2021-07-01,5.5,72.37,6.5,Архангельская область,7.35,7.34,86125.5,116.07,41586.7
2021-07-01,5.5,72.37,6.5,Архангельская область,7.35,7.34,86125.5,116.07,39513.0
2021-07-01,5.5,72.37,6.5,Архангельская область,7.35,7.34,86125.5,116.07,41586.7
2021-07-01,5.5,72.37,6.5,Архангельская область,7.35,7.34,86125.5,116.07,39513.0
2021-07-01,5.5,72.37,6.5,Архангельская область,7.35,7.34,86125.5,116.07,41586.7
2021-07-01,5.5,72.37,6.5,Архангельская область,7.35,7.34,86125.5,116.07,39513.0
2021-07-01,5.5,72.37,6.5,Архангельская область,7.35,7.35,86125.5,116.07,41586.7
2021-07-01,5.5,72.37,6.5,Владимирская область,7.34,7.34,51177.61,125.69,28910.29
2021-07-01,5.5,72.37,6.5,Алтайский край,7.36,7.36,64349.35,127.83,26161.21
2021-07-01,5.5,72.37,6.5,Вологодская область,7.37,7.37,57456.57,120.0,32381.02
2021-07-01,5.5,72.37,6.5,Магаданская область,6.23,6.23,95746.72,100.07,82502.0
2021-07-01,5.5,72.37,6.5,Москва,7.48,7.48,289126.99,125.09,88523.32
2021-07-01,5.5,72.37,6.5,Московская область,7.43,7.43,124151.02,118.09,50119.43
2021-07-01,5.5,72.37,6.5,Мурманская область,7.19,7.19,124151.02,118.09,55449.66
2021-07-01,5.5,72.37,6.5,Ненецкий АО,7.47,7.47,124151.02,118.09,91259.0
2021-07-01,5.5,72.37,6.5,Нижегородская область,7.29,7.29,90663.67,124.78,38827.28
2021-07-01,5.5,72.37,6.5,Новосибирская область,7.28,7.28,72196.39,117.68,36324.1
2021-07-01,5.5,72.37,6.5,Омская область,7.54,7.54,62219.38,124.84,30259.53
2021-07-01,5.5,72.37,6.5,Оренбургская область,7.27,7.27,45084.52,112.96,27893.02
2021-07-01,5.5,72.37,6.5,Орловская область,7.07,7.07,63704.69,138.14,31252.02
2021-07-01,5.5,72.37,6.5,ПФО,7.26,7.26,69233.37,118.77,31463.55
2021-07-01,5.5,72.37,6.5,Пензенская область,6.79,6.79,59395.62,113.84,27019.05
2021-07-01,5.5,72.37,6.5,Пермский край,7.39,7.39,71569.51,114.75,32613.24
2021-07-01,5.5,72.37,6.5,Приморский край,6.14,6.14,116408.74,108.12,41319.1
2021-07-01,5.5,72.37,6.5,Псковская область,7.09,7.09,47685.92,115.7,31414.19
2021-07-01,5.5,72.37,6.5,Липецкая область,7.08,7.08,56351.97,125.88,34935.0
2021-07-01,5.5,72.37,6.5,Ленинградская область,7.17,7.17,108979.1,113.5,37555.59
2021-07-01,5.5,72.37,6.5,Новгородская область,7.21,7.21,52891.77,105.11,29578.48
2021-07-01,5.5,72.37,6.5,Курганская область,7.24,7.24,45849.6,106.89,24821.62
2021-07-01,5.5,72.37,6.5,Еврейская АО,6.87,6.87,103587.15,114.9,31545.46
2021-07-01,5.5,72.37,6.5,Забайкальский край,6.72,6.72,86803.17,134.13,30738.25
2021-07-01,5.5,72.37,6.5,Ивановская область,7.41,7.41,51663.75,126.41,29259.48
2021-07-01,5.5,72.37,6.5,Иркутская область,7.58,7.58,94517.15,137.55,30178.79
2021-07-01,5.5,72.37,6.5,Кабардино-Балкарская Республика,6.9,6.9,31823.4,99.09,25862.85
2021-07-01,5.5,72.37,6.5,Калининградская область,7.06,7.06,76230.76,129.39,33187.63
2021-07-01,5.5,72.37,6.5,Калужская область,7.25,7.25,61468.57,108.01,34718.73
2021-07-01,5.5,72.37,6.5,Курская область,7.22,7.22,60741.82,125.96,33573.05
2021-07-01,5.5,72.37,6.5,Волгоградская область,7.29,7.29,56409.43,113.01,28807.0
2021-07-01,5.5,72.37,6.5,Карачаево-Черкесская Республика,6.85,6.85,43328.01,111.79,20685.54
2021-07-01,5.5,72.37,6.5,Кемеровская область,7.51,7.51,61527.44,116.45,27803.7
2021-07-01,5.5,72.37,6.5,Кировская область,7.39,7.39,59132.46,123.06,28889.22
2021-07-01,5.5,72.37,6.5,Костромская область,7.25,7.25,57981.97,117.73,31271.91
2021-07-01,5.5,72.37,6.5,Краснодарский край,7.42,7.42,86318.23,156.61,48415.0
2021-07-01,5.5,72.37,6.5,Красноярский край,7.49,7.49,77795.49,122.24,35604.12
2021-07-01,5.5,72.37,6.5,ДФО,6.53,6.53,103587.15,114.9,42712.0
2021-07-01,5.5,72.37,6.5,Воронежская область,7.07,7.07,67667.47,128.51,36054.19
2021-07-02,5.5,72.91,6.5,Россия,7.32,7.32,61020.32,116.79,34399.38
2021-07-03,5.5,73.62,6.5,Россия,7.32,7.32,61020.32,116.79,34399.38
2021-07-05,5.5,73.62,6.5,Россия,7.32,7.32,61020.32,116.79,34399.38
2021-07-06,5.5,73.35,6.5,Россия,7.32,7.32,61020.32,116.79,34399.38
